slang,formal
mlu,malu
payahh,payah
ntaf,mantap
milikin,memiliki
kamo,kamu
inih,ini
sukaaaa,suka
sukaaaaaa,suka
mehoonggggg,mahal
apikkkk,bagus
yach,ya
kereenn,keren
ginii,begini
ayoook,ayo
yoiii,iya
gituuu,begitu
iyaaa,iya
liptsk,lipstik
nyeplak,menjiplak
kmarin,kemarin
mengncang,mengencang
tauu,tau
skitar,sekitar
ats,atas
donk,dong
heii,hai
diputusin,diputus
pcrnya,pacarnya
mnjual,menjual
kkak,kakak
rekomendasiin,rekomendasikan
sihhh,sih
cooocok,cocok
mamanyy,mamanya
bosenin,membosankan
sey,sih
cantikkk,cantik
banger,banget
kaa,kakak
eakyu,waktu
cntik,cantik
kakanya,kakaknya
doeloe,dulu
cantikkkk,cantik
bngtt,banget
iyak,iya
malh,malah
gag,enggak
fhotonya,fotonya
bleh,boleh
tanteny,tantenya
sklinyaa,sekalinya
dramaa,drama
niiih,nih
bisaa,bisa
lihaat,lihat
yuwkkk,ayo
editannn,editan
mai,mau
kamuu,kamu
pastii,pasti
bisaaa,bisa
kejuu,keju
kereen,keren
kmauan,kemauan
ahhhh,ah
yuuuuk,ayo
disiniii,di sini
cobaa,coba
ajaaa,saja
tuhhh,itu
amploppp,amplop
sayangg',sayang
nantii,nanti
aminnnnn,amin
yukkkk,ayo
nged,banget
nantik,nanti
ksitu,ke situ
bangeett,banget
liad,lihat
biasahhh,biasa
tutorialx,tutorialnya
dpke,dipakai
fhoto,foto
kerenn,keren
binggo,banget
rekomndd,rekomended
wado,waduh
guaa,gue
yaakkk,ya
bangetttttyt,banget
bangettttt,banget
bangg,abang
kaliannnnnn,kalian
rinduuuuuuuuuu,rindu
kaliannnnnm,kalian
kangeeeeeeeeeeennnnn,kangen
kangennn,kangen
kaliannnnnnn,kalian
trserah,terserah
wlwpun,walaupun
trpsah,terpisah
prsatukn,persatukan
ngomng,ngomong
skedar,sekadar
kangeeerrn,kangen
pulak,pula
terrrrbaik,terbaik
jorookknya,joroknya
ihhhhh,ih
padahall,padahal
jorokkkk,jorok
mualll,mual
klow,kalau
taiiii,tai
seneeeeeng,senang
besarin,besarkan
tanyang,tayang
kerreeen,keren
pantess,pantas
bngettt,banget
baperr,bawa perasaan
ht,hati
pemainy,pemainnya
aqu,aku
kbawa,terbawa
bradegan,beradegan
amiiinnnn,amin
nikahin,nikahi
nyambung,menyambung
liyat,lihat
adengan,adegan
bingit,banget
sitayngin,ditayangkan
cocokkk,cocok
mahhhh,mah
cocokny,cocoknya
iniw,ini
setju,setuju
bnern,benaran
klian,kalian
cocokkkk,cocok
bngett,banget
abes,habis
ihh,ih
beginiiii,begini
keq,kayak
sygkuu,sayangku
ngeselin,mengesalkan
bajua,bajunya
pokokya,pokoknya
kuyy,ayo
bentarr,bentar
dureen,durian
ajibb,keren
mahall,mahal
niiihh,nih
imuuttt,imut
imuttzz,imut
nha,nya
rasain,rasakan
daaaah,deh
asliiii,asli
cantiknnnnyaaaaaaa,cantiknya
ngelihatnya,melihatnya
lau,kau
cantikk,cantik
sexxi,sexy
bulet,bulat
ituu,itu
ngocok,mengocok
gn,begini
yaahhh,ya
kencqng,kencang
kra,kira
diginikan,dibeginikan
lahh,lah
gambarin,gambarkan
ngerii,mengerikan
digambarin,digambarkan
klen,kalian
kog,kok
liatnya,lihatnya
bedanyaaa,bedanya
mbk,mbak
pgin,ingin
krudungan,kerudungan
maksutku,maksudku
kerennnnn,keren
njirr,anjir
manisnyaaaa,manisnya
thun,tahun
bangeet,banget
ngomen,mengomentari
kaaakk,kakak
tenggah,tengah
kocakkkkkkkkkkkkkk,kocak
ksukaanmuuu,kesukaanmu
bagiii,bagi
ayooo,ayo
nontonx,menontonnya
penasarannnn,penasaran
gilakkkkkk,gila
mauuu,mau
nontoonnn,menonton
kepingin,ingin
nontonnnn,menonton
deeek,adik
ntappp,mantap
cyiiin,cinta
iyha,iya
kureeeen,keren
muantaap,mantap
sbnyak,sebanyak
penasaraaann,penasaran
ayoooo,ayo
nii,ini
nontonya,menontonnya
peen,pengin
gga,enggak
asikkk,asyik
ceritax,ceritanya
yoooiii,iya
udahh,sudah
tauuuuu,tau
sabarrrrr,sabar
kqmu,kamu
banggain,banggakan
pengan,ingin
simpen,simpan
gakk,enggak
bagiin,bagikan
kapn,kapan
senengin,senangi
ampunnnn,ampun
senengg,senang
teruzzz,terus
mantabb,mantap
sumpahh,sumpah
diluarann,di luaran
dlam,dalam
anjirrrr,anjir
jendess,janda
sichh,sih
geh,sana
nggak,enggak
aduuhhh,aduh
miripp,mirip
silauuu,silau
waww,wow
njiirr,anjir
kesinii,ke sini
gemay,gemas
dstu,di situ
wiiiihhhh,weh
samoga,semoga
kereennn,keren
nyangkaa,menyangka
hasilnyaaa,hasilnya
dahhhh,dah
jugaakk,juga
yaak,ya
lhoo,lo
donx,dong
gthu,begitu
maauuu,mau
pacarrr,pacar
idamann,idaman
naturalllll,natural
berntung,beruntung
merka,mereka
romntis,romantis
ulan,ulang
sipp,sip
jugak,juga
ngeluarin,mengeluarkan
keciill,kecil
ughaa,juga
abeees,habis
adain,adakan
sempurnaaaaa,sempurna
kaan,kan
badaaiii,badai
beneraan,benaran
cantiiik,cantik
kuatttt,kuat
cantiiiiiiik,cantik
cantiknyaaa,cantiknya
catiiiiik,cantik
subahanallah,subhanallah
padet,padat
cantiq,cantik
lohh,lo
hadirrr,hadir
hadirr,hadir
jelashh,jelas
mbaaa,mbak
hidupppp,hidup
diliatnya,dilihatnya
bangeeet,banget
allahhhhhhh,allah
gemesnya,gemasnya
tbuh,tubuh
itungan,hitungan
ledekin,meledeki
dptkan,dapatkan
kalii,kali
ninggiin,meninggikan
baget,banget
ahh,ah
balesin,balaskan
sukaaa,suka
lutuna,lucunya
ciapa,siapa
gemesss,gemas
duhh,duh
terharuuu,terharu
alamii,alami
sampek,sampai
ckrng,sekarang
ngegemesin,menggemaskan
imoet,imut
jagain,jagakan
yahbh,ya
sktika,seketika
lutu,lucu
wowwww,wow
massss,mas
kesiniii,kesini
masyaallahhh,masyaallah
kerennn,keren
ksni,ke sini
begok,bego
jgk,juga
pgi,pagi
keeeeeren,keren
baguusss,bagus
nahannnn,tahan
bagaatt,banget
gayannxa,gayanya
kereeeen,keren
uda,sudah
ngekeh,kekeh
xlian,kalian
ihhh,ih
lcu,lucu
koplakkk,kocak
kerass,keras
yachhh,ya
gokil,gila
ngelihat,melihat
ngelawak,melawak
iiihhhhh,ih
nyolotinnnn,melototi
beratttttttt,berat
cantiikkkk,cantik
hijaabbb,hijab
sekalii,sekali
smnagatin,menyemangati
cans,cantik
banhet,banget
bgttttttt,banget
mngasi,mengasih
kmbang,kembang
pla,pula
bngtzt,banget
lucukkkkk,lucu
sbelah,sebelah
baek,baik
ciusss,serius
palinf,paling
fav,favorit
maak,emak
ngakaaaakkk,mengakak
gokill,gila
kocakkkkkk,kocak
ngekek,mengekek
capee,cape
pegangin,pegangi
nyender,menyandar
manjain,manjakan
peleotin,meleotkan
bng,bang
termurahhhh,termurah
nyatakan,menyatakan
graaatiiiis,gratis
meriahh,meriah
cantikkkm,cantik
parahh,parah
bingits,banget
yuppss,ya
nyindir,menyindir
onoh,sana
anakny,anaknya
begete,banget
manteppp,mantap
ynk,sayang
diemin,diamkan
hancurin,hancurkan
haragain,menghargai
sbaiknya,sebaiknya
mngerti,mengerti
nyinyirin,nyinyir
pd,pada
ngomomg,mengomong
kbetulan,kebetulan
orgtuanya,orang tuanya
ngamatin,mengamati
ngintip,mengintip
ngintilin,mengintil
smnjak,semenjak
trbukti,terbukti
nyambet,menyambat
eloo,lu
goblokkk,goblok
sesatt,sesat
ibliss,iblis
kbiasaan,kebiasaan
hdpnya,hidupnya
anknya,anaknya
tdnya,tadinya
branjak,beranjak
masyarakay,masyarakat
menegerti,mengerti
nasehatin,menasihati
ngaca,mengaca
kakkkk,kakak
slamet,selamat
nari,menari
mf,maaf
ngcpin,mengucapkan
woowwww,wow
iaa,iya
kebagi,terbagi
nerusin,meneruskan
wihh,weh
tetapppp,tetap
gantenggg,ganteng
jakety,jaketnya
pusingggg,pusing
pucing,pusing
ihhhh,ih
maho,manusia homo
gantng,ganteng
hilangv,hilang
bungggg,bung
gapap,enggak apa apa
pling,paling
gokiiill,gila
busedh,buset
gokilnya,gilanya
duluuu,dulu
keceee,kece
nyaa,nya
gilaa,gila
duuhhh,duh
amiiiiinnnnn,amin
tullus,tulus
pluk,peluk
kpada,kepada
ktaa,kita
tetaplaah,tetaplah
ajja,saja
dech,deh
oprasi,operasi
gya,gaya
kndung,kandung
ksenangan,kesenangan
ddpt,didapat
jwab,jawab
mmbodohkan,membodohkan
orlaen,orang lain
aplikasiin,mengaplikasikan
berangat,berangkat
praktekin,mempraktikkan
dahh,dah
omdo,omong doang
prjuangan,perjuangan
kmewahan,kemewahan
ddpat,didapat
mnilai,menilai
usahh,usah
sekarng,sekarang
hay,hai
bhagia,bahagia
sasama,sesama
dehh,deh
seklian,sekalian
tuuu,itu
ngurusan,mengurusi
campurin,mencampuri
emnknya,memangnya
unyuu,unyu
mrangkul,merangkul
lh,lah
manusiy,manusia
teringt,teringat
pilihnmu,pilihanmu
swmntara,sementara
liht,lihat
suaminy,suaminya
jadulnya,zaman dulunya
mantaff,mantap
bagaimna,bagaimana
mulusssss,mulus
kpleset,kepleset
kepeleset,kepleset
kayanye,kayaknya
amiinnnn,amin
wewww,wow
dumsss,dong
perbaikin,perbaiki
permasalhkan,mempermasalahkan
jauhin,jauhi
adiik,adik
manisss,manis
ddlm,di dalam
dkuburnya,dikuburnya
critamu,ceritamu
bres,beres
cmkn,camkan
diurusin,diurus
donks,dong
mengperbolehkan,memperbolehkan
ngri,negeri
lma,lama
ngebolehin,memperbolehkan
gausa,enggak usah
maksain,memaksakan
smog,semoga
mnerima,menerima
baikxa,baiknya
aaamin,amin
amienn,amin
amiiiiiiiiiinnnnnnn,amin
nolongin,menolong
amiiiiiiiiiiin,amin
seluru,seluruh
amiennn,amin
tebir,ribet
doangam,doang
amad,amat
mkst,maksud
rempong,ribet
kerjaan,pekerjaan
bingittzz,banget
bangets,banget
dwh,deh
bante,bantai
la,lah
komenannya,komentarnya
hadapin,hadapi
dengarin,dengarkan
widihh,weh
mantepp,mantap
syratnya,syaratnya
pnjang,panjang
shat,sehat
inginkn,inginkan
belanjaa,belanja
burem,buram
kancang,kencang
mansyoallah,masyaallah
canttttikkk,cantik
subhanalloh,subhanallah
lkuin,lakukan
langgenh,langgeng
salluutt,salut
warbiyasah,luar biasa
keedaannya,keadaannya
jlek,jelek
matany,matanya
dteng,datang
buruannn,buruan
perubut,perunut
say,sayang
mmbela,membela
mslhnya,masalahnya
llki,lelaki
dluar,di luar
sna,sana
maluuuu,malu
nyaranin,menyarankan
tongolin,menongol
cabol,cabul
nyet,monyet
muna,munafik
jing,anjing
nihh,nih
hidiyah,hidayah
percya,percaya
mgk,mungkin
termurahhh,termurah
banyaaaaaak,banyak
tunjukan,tunjukkan
mba,mbak
terbaeq,terbaik
jels,jelas
diakibtkn,diakibatkan
suk,suka
dsrny,dasarnya
jkrta,jakarta
mantaap,mantap
lanjutkaaaaan,lanjutkan
hiduppp,hidup
ncek,encek
majuuu,maju
teruuss,terus
looohh,lo
sebelumbya,sebelumnya
nyampein,menyampaikan
hokiii,hoki
naksir,menaksir
nafkahin,nafkahi
ngitem,menghitam
banyaaaak,banyak
lhat,lihat
cwek,cewek
kngen,kangen
fillm,film
sinet,sinetron
jendral,jenderal
maenya,mainnya
cantiks,cantik
jaaangan,jangan
terimaksih,terima kasih
inii,ini
kaannnn,kan
tidakkkk,tidak
kemuh,kamu
pinginnn,ingin
buanget,banget
ketemuuu,ketemu
mimpiii,mimpi
wanjerrr,anjir
satupunn,satupun
motret,memotret
lapakk,lapak
nyeniii,menyeni
seeh,sih
deuhh,duh
dihargain,dihargai
lebayy,lebay
gilsss,gila
nganbek,mengambek
sukaa,suka
mendam,memendam
manta,mantan
relaaaa,rela
bgun,bangun
cntk,cantik
kliatan,kelihatan
awoohhh,allah
cantiikk,cantik
sbbyak,sebanyak
apun,apapun
nyangkutnya,menyangkutnya
ampunnnnn,ampun
wadaaw,waduh
paraah,parah
sampw,sampai
dijelekin,dijelekkan
azeeeek,asyik
ntikk,cantik
uhh,uh
mnisss,manis
tambahim,tambahkan
canttikkk,cantik
baanggeettt,banget
siiihh,sih
krpoooo,kepo
pengn,ingin
nyok,ayo
dekkk,adik
ngiri,mengiri
mmang,memang
mnjmput,menjemput
mblooo,jomblo
ber'expresi,berekspresi
jdulnya,judulnya
ciumman,ciuman
aurot,aurat
laginy,laginya
nyaaaaaaaaaaaaa,nya
alkhamdulilah,alhamdulillah
selaluu,selalu
anjirrr,anjir
amen,amin
qm,kamu
nahhh,nah
ngmngnya,mengomongnya
fotony,fotonya
halllo,halo
ngiritya,mengiritnya
hematt,hemat
ciyeeee,cie
yeeee,iya
nget,banget
kususnya,khususnya
krm,kirim
sam,sama
ajaaahhhhh,saja
syediiihhh,sedih
malangg,malang
belooomm,belum
kebukti,terbukti
tuwanya,tuanya
pedesssss,pedas
hellooooooo,halo
ngrebut,merebut
lupain,melupakan
bangkret,bangkrut
lahhhhhh,lah
kedokk,kedok
nyimak,menyimak
komenx,komennya
blim,belum
ngerebut,merebut
mnjijikaaaaaan,menjijikkan
astgfrlh,astagfirullah
sahabatt,sahabat
gnyngka,enggak menyangka
sendirir,sendiri
brengsekk,berengsek
ngomentnya,mengomentarinya
nusuk,menusuk
dpotong,dipotong
helo,halo
ngmgin,mengomongkan
bilangg,bilang
gkhianati,mengkhianati
pljaran,pelajaran
mngikuti,mengikuti
klkuan,kelakuan
nnt,nanti
cew,cewek
cow,cowok
kasiannn,kasihan
syekaliii,sekali
cieeeee,cie
sholihah,salihah
adeuh,aduh
halahh,alah
luu,lu
yuuks,ayo
judulnyaa,judulnya
ayoookkkkkk,ayo
artix,artinya
kepoin,mengepoi
keluarin,mengeluarkan
komentnya,komentarnya
omongin,mengomongkan
ngalirrrrr,mengalir
nmbah,menambah
terossss,terus
ngehujat,menghujat
dosaa,dosa
ngebela,membela
seindonesiyah,seluruh indonesia
seh,sih
mh,mah
px,punya
kslhn,kesalahan
skrngnya,sekarangnya
kalik,kali
bilangin,bilang
nyambungin,menyambungkan
nggali,menggali
cmpur,campur
nangiiiiis,menangis
nangiiis,menangis
ngomentarin,mengomentari
idupnya,hidupnya
ortunya,orang tuanya
bloghhh,goblok
ngehina,menghina
kebanggan,kebanggaan
mnjawab,menjawab
woooiiiiiiii,oi
dosaaaaaaaaaa,dosa
karmaaa,karma
woooiiiii,oi
ngkkkkkk,mengakak
makny,maknya
wdooohhh,waduh
kasihn,kasihan
lhirr,lahir
hujatann,hujatan
palgi,apalagi
wihhh,weh
kakakkk,kakak
bagusss,bagus
ngets,banget
penbelian,pembelian
cuaantik,cantik
sukakkk,suka
m,sama
cucokkk,cocok
lyt,lihat
expresi,ekspresi
ccok,cocok
helloo,halo
dripada,daripada
difotoin,difoto
psangan,pasangan
cakepp,cakap
ngiriii,mengiri
coxok,cocok
nihhh,nih
statusx,statusnya
cem,macam
lagiii,lagi
ammiiin,amin
haddeh,aduh
maaasss,mas
segerrrr,segar
kemn,kemana
suipit,sipit
sipiit,sipit
kedengeran,kedengaran
promil,program hamil
lancr,lancar
keputihn,keputihan
gratisss,gratis
kebayang,terbayang
bz,bisa
amiinn,amin
ammin,amin
mendapatkn,mendapatkan
lucuuuk,lucu
amaattt,amat
yaoloh,ya allah
ngerayain,merayakan
sotoy,sok tau
mmz,mas
bikinin,buatkan
bapeeeer,bawa perasaan
keliatannya,kelihatannya
siih,sih
hadeehh,aduh
pu,punya
suamiiiii,suami
krenn,keren
kebykan,kebanyakan
tingal,tinggal
pernikahn,pernikahan
ngtain,mengejek
macem,macam
bagusnyeee,bagusnya
hmpir,hampir
liatnyaaa,lihatnya
mbuh,enggak tau
waaa,wah
berbiiiiiihhh,barbie
canteek,cantik
teru,terus
nyatok,mencatok
nyampenya,sampainya
goncengin,boncengkan
dianterin,diantar
gebleg,geblek
anterin,antarkan
dianter,diantar
disupirin,disopiri
jidad,jidat
novembr,november
bedain,bedakan
genduut,gendut
ehhh,eh
bertatto,bertato
brrt,berarti
doong,dong
sblah,sebelah
tauuu,tau
tengaj,tengah
engk,enggak
apal,hafal
tngh,tengah
mknya,makanya
prmpuan,perempuan
ketuker,tertukar
drimnanya,dari mananya
cntikan,cantikan
edaaaan,edan
bcnda,bercanda
uhhh,uh
bazengg,bajingan
haiii,hai
bosaan,bosan
dibkatakan,dikatakan
doonk,dong
pengikuy,pengikut
ngmngin,mengomongkan
maksd,maksud
adkah,adakah
menbelah,membelah
mngira,mengira
bertolernsi,bertoleransi
tolernsi,toleransi
sbnarnya,sebenarnya
ingi,ingin
oalaaaa,walah
menjelekan,menjelekkan
hadeuuh,aduh
dikemanain,di kemanakan
bpknya,bapaknya
kangennnn,kangen
gndakan,gandakan
kangeeeeeeeenya,kangennya
gaa,enggak
gantikn,menggantikan
tnang,tenang
amiiiiiiiiiiiiiiiiin,amin
kgeeeen,kangen
kangeenn,kangen
bangeeeet,banget
mti,mati
bngetttt,banget
kangeen,kangen
bgect,banget
kebaikany,kebaikannya
dssi,di sisi
kngenn,kangen
kangeeeeennn,kangen
lagii,lagi
dasyat,dahsyat
skalii,sekali
gg,enggak
dtinggl,ditinggal
terbaiiikkkkk,terbaik
murahhh,murah
pecahhg,pecah
kakakgh,kakak
terbaeeeek,terbaik
prempuan,perempuan
manteep,mantap
nggeh,iya
indonesiaaa,indonesia
inia,ini
maluu,malu
cobaaaa,coba
dehhh,deh
cepetan,cepatan
ntapsss,mantap
kamiiii,kami
qmu,kamu
penyakitny,penyakitnya
laenny,lainnya
amiinnn,amin
scpatny,secepatnya
sampein,sampaikan
tuany,tuanya
pjg,panjang
adeeek,adek
bca,baca
mataq,mataku
byangin,membayangkan
dposisi,di posisi
dijwb,dijawab
sayy,sayang
dallam,dalam
tentanh,tentang
kejadianny,kejadiannya
klg,keluarga
pgnnya,inginnya
meluk,memeluk
siiihhh,sih
caya,percaya
aduhhhhhhhhh,aduh
buseett,buset
mblo,jomblo
lucuuu,lucu
gagahx,gagahnya
miriiiip,mirip
kaliiii,kali
niru,meniru
bpkmu,bapakmu
sangt,sangat
baang,abang
gasih,enggak sih
yuu,ayo
yuuu,ayo
ngademin,mengademkan
looo,lo
yokk,ayo
gils,gila
weeeh,weh
suksea,sukses
sehh,sih
deket,dekat
dekt,dekat
genggg,geng
yawloh,ya allah
bhnya,bahannya
loo,lo
samaaaa,sama
abanggku,abangku
sayanggg,sayang
ciieeeeeee,cie
kokohh,kukuh
takuttt,takut
pnjual,penjual
dung,dong
latian,latihan
aaaaaaakkk,ah
mauuuu,mau
tteh,embak
sintron,sinetron
astagaa,astaga
ancurrr,hancur
dblkang,di belakang
yayang,sayang
gokillllll,gila
aplks,aplikasi
ktawa,ketawa
baguuus,bagus
kaaan,kan
ngepoin,mengepoi
njirrr,anjir
pengeeenn,ingin
dongggg,dong
hatii,hati
besook,besok
mauu,mau
gtuu,begitu
njayyy,anjir
tokayyy,tai
mksdku,maksudku
gituin,begitukan
cba,coba
nh,nih
giniin,beginikan
ksini,kesini
kubarikan,kuberikan
ayank,sayang
anyeng,anjing
yankkk,sayang
cukurrr,cukur
gilaaaaaa,gila
yhaaa,ya
qaqaaaa,kakak
sayangkuuuuu,sayangku
kakakuuu,kakakku
banx,abang
edannn,edan
bape,bawa perasaan
ngelahirin,melahirkan
paksain,memaksa
biasaa,biasa
hubunggi,hubungi
loooh,lo
telimakacih,terima kasih
cantiiiik,cantik
didapet,didapat
pede,percaya diri
kuningggg,kuning
nyolot,menyolot
elahh,alah
wlaupun,walaupun
hijabb,hijab
kerrennn,keren
pan,kapan
mateeeek,mati
geetoo,begitu
sewain,menyewa
kokkk,kok
muluuu,melulu
yaaang,yang
iyaa,iya
gituu,begitu
yappp,iya
uwahhhhh,weh
psgn,pasangan
ujg,ujung
rmbut,rambut
hayukk,ayo
ntab,mantap
atuhhh,atuh
yukss,ayo
lihaatttt,lihat
niiiihh,nih
liattt,lihat
cuyyy,coy
liatiii,lihat
jombsss,jomblo
emesshhh,gemas
gemeessss,gemas
poollll,pol
gemesyak,gemas ya
bngttt,banget
ngegmesin,menggemaskan
hndak,hendak
hndk,hendak
iiih,ih
lutunaa,lucunya
abiz,habis
ngareppppp,mengharap
aamiinin,amin
imuutt,imut
abizzz,habis
tay,tai
toketnya,teteknya
lenje,sok cantik
tuuuuh,itu
cantinya,cantiknya
mbaknyaahh,mbaknya
pyudara,payudara
ditutupin,ditutupi
ngomongnya,mengomongnya
srng,sering
ngilang,menghilang
dikatain,diejek
maluuu,malu
brisi,berisi
pkoknya,pokoknya
canti,cantik
astagfirullh,astagfirullah
nutupin,menutupi
ori,orisinal
dbwh,di bawah
senenggg,senang
murhan,murahan
prwtn,perawatan
wjh,wajah
bgettt,banget
pakke,pakai
ktergantungan,ketergantungan
prwatn,perawatan
ngebuktiin,membuktikan
hslnya,hasilnya
setabil,stabil
gratiss,gratis
bbrpa,beberapa
ajaibb,ajaib
setujuuu,setuju
digituin,dibegitukan
ajarin,ajarkan
mrnghadapi,menghadapi
naka,nakal
sdkt,sedikit
bgmana,bagaimana
sinetrn,sinetron
mrusak,merusak
sebnyak,sebanyak
ngegampar,menggampar
ngelaporin,melaporkan
konsekwensi,konsekuensi
muliany,mulianya
mungki,mungkin
bacahalah,bacalah
dikerasin,dikerasi
gkkan,enggak akan
ngulangin,mengulangi
bedaa,beda
pnyaa,punya
ketauan,ketahuan
dimarahin,dimarahi
nyelesain,menyelesaikan
kerasin,kerasi
cewer,jewer
bilanh,bilang
jwban,jawaban
nuduh,menuduh
bacaaaa,baca
kekk,kayak
jungkiir,jungkir
gunaa,guna
orangg,orang
tauuuu,tau
kepad,kepada
bantuanny,bantuannya
ttinggi,tinggi
perna,pernah
grgr,gara gara
pukulin,pukuli
komentarin,komentari
menurur,menurut
diliat,dilihat
liatlah,lihatlah
klas,kelas
grunya,gurunya
pndah,pindah
masukin,memasukkan
dilindungin,dilindungi
kasiaannn,kasihan
kaitannha,kaitannya
sud,sudah
rana,ranah
bhkn,bahkan
justeru,justru
kln,kalian
termuraaahhhh,termurah
brkunjun,berkunjung
suarranya,suaranya
iu,itu
bgussss,bagus
ambilin,ambilkan
biasaaaa,biasa
luuuaar,luar
redho,rida
rezki,rezeki
kepd,kepada
luaarrr,luar
biasaaa,biasa
jadilh,jadilah
terhaaru,terharu
orrunya,orang tuanya
flm,film
loncatt,loncat
hampasss,hempas
tehh,teh
apaaan,apaan
ampuuunn,ampun
daaah,dah
bangetttttt,banget
ituh,itu
cantiiikk,cantik
suaranyaaaaaa,suaranya
idoolaaa,idola
pulaa,pula
wiih,weh
apaa,apa
miriip,mirip
allaahh,allah
ajahhh,saja
dehat,sehat
salammmm,salam
buruann,buruan
rekomendain,rekomendasikan
trussss,terus
bangt,banget
prawatan,perawatan
mkin,makin
dimao,dinamo
silahkn,silakan
kasiatnya,khasiatnya
suksess,sukses
prodak,produk
minpi,mimpi
mutihin,memutihkan
smster,semester
ucull,lucu
syngnya,sayangnya
dipermainin,dipermainkan
kocakkk,kocak
dasarrr,dasar
waaaaw,wow
cannnnntikkkkkkk,cantik
mukax,mukanya
cantikx,cantiknya
fatanik,fanatik
protestin,protestan
kakau,kalau
marh,marah
emngnya,memangnya
cantiknyaa,cantiknya
darpada,daripada
cooooooocok,cocok
pkk,pakai
sling,saling
agamany,agamanya
bilng,bilang
prcy,percaya
lurusin,meluruskan
biri,biru
luco,lucu
ultha,ultah
batikk,batik
baguss,bagus
sedihhh,sedih
naaaak,nak
astafirullah,astagfirullah
peragain,peragakan
shayyy,say
anjaayy,anjir
shay,say
ngilerrrr,mengiler
woyyy,oi
shaaaay,say
hempaass,hempas
sayyy,say
shayy,say
syantiek,cantik
njay,anjir
hehh,eh
kam,kamu
ingeet,ingat
amiiiiin,amin
jauhhh,jauh
waaahhh,wah
ajakin,ajak
mntn,mantan
ade,adek
luhhh,lu
yooookkk,ayo
jrnk,jarang
kayax,kayak
anjirr,anjir
mirippp,mirip
sangattt,sangat
mayann,lumayan
autuhh,enggak tau itu
atutt,takut
ketara,tertara
giniii,begini
mbaaass,mbak
bund,bunda
bangeeettt,banget
almh,almarhumah
temenkuuh,temanku
bngeeeetttt,banget
entr,entar
kyax,kayak
cuantikkk,cantik
kucingny,kucingnya
panggilanya,panggilannya
panggilany,panggilannya
kalw,kalau
ngerrrriiii,ngeri
ngriii,mengiri
amatt,amat
kox,kok
cntikk,cantik
pkee,pakai
amiiiiinnn,amin
ssorg,seseorang
hdpn,hadapan
mnambh,menambah
ktaatan,ketaatan
stju,setuju
cantikkkkkk,cantik
tehhh,teh
istiqomahhh,istikamah
prodaknya,produknya
imutt,imut
amu,kamu
nahh,nah
mauuuuuuu,mau
jilbb,jilbab
ngecek,mengecek
penasarn,penasaran
cuyy,coy
astauviruloh,astagfirullah
paaak,pak
diajarin,diajari
gawl,gaul
kecr,kece
iih,ih
laaaah,lah
aned,banget
gingsungny,gingsulnya
cariin,carikan
cuanti,cantik
mbanya,mbaknya
knlan,kenalan
mbaakk,mbak
nyusahhin,menyusahkan
byaran,bayaran
wlawpun,walaupun
sedangkn,sedangkan
bnggain,banggakan
nyusahin,menyusahkan
dibanggain,dibanggakan
wlau,walau
komenan,komentar
krya,karya
tinggall,tinggal
dripda,daripada
dibnggain,dibanggakan
drimana,darimana
ngepake,memakai
gksalah,enggak salah
ngebiarin,membiarkan
bhas,bahas
laguny,lagunya
nyampah,menyampah
tappi,tetapi
kalli,kali
pacara,pacaran
lluu,lu
mbaa,mbak
ngerussak,merusak
bellain,bela
kallo,kalau
coment,komen
dewassa,dewasa
comnet,komen
kuyyy,ayo
kitaa,kita
sgtu'y,sebegitunya
tpii,tapi
penghrgaan,penghargaan
ajjh,saja
lbihh,lebih
baikk,baik
drii,dari
sendirinnya,sendirinya
stidaknya,setidaknya
may,mau
trbaikk,terbaik
punn,pun
mengikutii,mengikuti
atassan,atasan
klauu,kalau
jngnn,jangan
so,sok
sendirinyya,sendirinya
frestasiii,prestasi
mst,mesti
sibukx,sibuknya
katanyaa,katanya
lawaaaas,lawas
kocaaaak,kocak
adenya,adiknya
pkoknyaa,pokoknya
dsana,di sana
sichhhhhhhhhh,sih
nampak,menampak
tetehh,teteh
wooowww,wow
cobain,coba
muga,moga
kenalin,mengenalkan
janka,jangka
wawwwww,wow
waaaww,wow
waaawwww,wow
cobaaa,coba
kageet,kaget
bangettttttt,banget
oplas,operasi plastik
nambahh,bertambah
paripurnahh,paripurna
wanitah,wanita
indonesiaah,indonesia
cumn,cuman
gegra,gegara
brita,berita
fotbar,foto bareng
wajarrr,wajar
bingiittt,banget
mancungin,memancungkan
idung,hidung
kusem,kusam
drpada,daripada
kmar,kamar
diemm,diam
tnggu,tunggu
ketawain,mentertawakan
yaelahhh,alah
ampuun,ampun
ngelakuin,melakukan
gedeg,gedek
eey,eh
kslahan,kesalahan
perhatiam,perhatian
mkir,memikir
apalai,apalagi
bkal,bakal
nyadar,menyadari
bka,buka
lucuuuuu,lucu
gemmeeezzz,gemas
sukam,suka
menghilangkn,menghilangkan
mnjdkan,menjadikan
soalx,soalnya
keche,kece
badaii,badai
btuh,butuh
ktanya,katanya
bebrp,beberapa
sblum,sebelum
santab,santap
salehah,salihah
subhannallah,subhanallah
