"text";"orders";"orders_str";"num_items";"grand_total"
"4 maxi choco chese rp 42500";"[{""product"":""maxi choco chese"",""quantity"":4,""price"":42500,""total_price"":170000}]";"maxi choco chese:4:42500";"1";"170000"
"satu caesar schnitzel rp 12500";"[{""product"":""caesar schnitzel"",""quantity"":1,""price"":12500,""total_price"":12500}]";"caesar schnitzel:1:12500";"1";"12500"
"milk shake chocolatos 17500 dan dua roti maryam blueberry keju rp 18000";"[{""product"":""milk shake chocolatos"",""quantity"":1,""price"":17500,""total_price"":17500},{""product"":""roti maryam blueberry keju"",""quantity"":2,""price"":18000,""total_price"":36000}]";"milk shake chocolatos:1:17500|roti maryam blueberry keju:2:18000";"2";"53500"
"wkwk 5 popcorn sweet glaze medium Rp33500";"[{""product"":""popcorn sweet glaze medium"",""quantity"":5,""price"":33500,""total_price"":167500}]";"popcorn sweet glaze medium:5:33500";"1";"167500"
"2 porsi siomay mini rp 43500";"[{""product"":""siomay mini"",""quantity"":2,""price"":43500,""total_price"":87000}]";"siomay mini:2:43500";"1";"87000"
"satu batar daan 18500";"[{""product"":""batar daan"",""quantity"":1,""price"":18500,""total_price"":18500}]";"batar daan:1:18500";"1";"18500"
"wkwk nasi sop sapi 37000";"[{""product"":""nasi sop sapi"",""quantity"":1,""price"":37000,""total_price"":37000}]";"nasi sop sapi:1:37000";"1";"37000"
"kak 4 smoked beef and cheese aqua Rp40500 + 3 banana uyu rp 5000 + red velvet oreo rp 14000";"[{""product"":""smoked beef and cheese aqua"",""quantity"":4,""price"":40500,""total_price"":162000},{""product"":""banana uyu"",""quantity"":3,""price"":5000,""total_price"":15000},{""product"":""red velvet oreo"",""quantity"":1,""price"":14000,""total_price"":14000}]";"smoked beef and cheese aqua:4:40500|banana uyu:3:5000|red velvet oreo:1:14000";"3";"191000"
"kak 1 korean spicy fried chicken Rp5000";"[{""product"":""korean spicy fried chicken"",""quantity"":1,""price"":5000,""total_price"":5000}]";"korean spicy fried chicken:1:5000";"1";"5000"
"satu donat siram strawberry rp 7500 dan seporsi blue moon Rp42000";"[{""product"":""donat siram strawberry"",""quantity"":1,""price"":7500,""total_price"":7500},{""product"":""blue moon"",""quantity"":1,""price"":42000,""total_price"":42000}]";"donat siram strawberry:1:7500|blue moon:1:42000";"2";"49500"
"wkwk 2 es lemon tea small 32000";"[{""product"":""es lemon tea small"",""quantity"":2,""price"":32000,""total_price"":64000}]";"es lemon tea small:2:32000";"1";"64000"
"wkwk kentang nugget goreng Rp13500";"[{""product"":""kentang nugget goreng"",""quantity"":1,""price"":13500,""total_price"":13500}]";"kentang nugget goreng:1:13500";"1";"13500"
"wkwk satu biasa kornet 18500";"[{""product"":""biasa kornet"",""quantity"":1,""price"":18500,""total_price"":18500}]";"biasa kornet:1:18500";"1";"18500"
"kak chicken chop with blackpepper sc Rp36500";"[{""product"":""chicken chop with blackpepper sc"",""quantity"":1,""price"":36500,""total_price"":36500}]";"chicken chop with blackpepper sc:1:36500";"1";"36500"
"wkwk tiga onigiri salmon teriyaki rp 36000";"[{""product"":""onigiri salmon teriyaki"",""quantity"":3,""price"":36000,""total_price"":108000}]";"onigiri salmon teriyaki:3:36000";"1";"108000"
"shabu  shabu mix rp 34000 dan seporsi lemper pulut hitam rp 38500";"[{""product"":""shabu  shabu mix"",""quantity"":1,""price"":34000,""total_price"":34000},{""product"":""lemper pulut hitam"",""quantity"":1,""price"":38500,""total_price"":38500}]";"shabu  shabu mix:1:34000|lemper pulut hitam:1:38500";"2";"72500"
"kak 5 roti sisir cream rp 10000 dan es nutrisari madu jeruk Rp45500 dan seporsi es joshua small Rp11000";"[{""product"":""roti sisir cream"",""quantity"":5,""price"":10000,""total_price"":50000},{""product"":""es nutrisari madu jeruk"",""quantity"":1,""price"":45500,""total_price"":45500},{""product"":""es joshua small"",""quantity"":1,""price"":11000,""total_price"":11000}]";"roti sisir cream:5:10000|es nutrisari madu jeruk:1:45500|es joshua small:1:11000";"3";"106500"
"wkwk satu udang steam rp 19500";"[{""product"":""udang steam"",""quantity"":1,""price"":19500,""total_price"":19500}]";"udang steam:1:19500";"1";"19500"
"taro vocado frappe 11000 sama seporsi popcorn mix small rp 8000";"[{""product"":""taro vocado frappe"",""quantity"":1,""price"":11000,""total_price"":11000},{""product"":""popcorn mix small"",""quantity"":1,""price"":8000,""total_price"":8000}]";"taro vocado frappe:1:11000|popcorn mix small:1:8000";"2";"19000"
"wkwk seporsi mix tongue 33000 dan satu pisang dikeramasin nutela Rp4000";"[{""product"":""mix tongue"",""quantity"":1,""price"":33000,""total_price"":33000},{""product"":""pisang dikeramasin nutela"",""quantity"":1,""price"":4000,""total_price"":4000}]";"mix tongue:1:33000|pisang dikeramasin nutela:1:4000";"2";"37000"
"satu patin bakar ala w r Rp46000 sama seporsi beef prosperity  fish prosperity Rp32000";"[{""product"":""patin bakar ala w r"",""quantity"":1,""price"":46000,""total_price"":46000},{""product"":""beef prosperity  fish prosperity"",""quantity"":1,""price"":32000,""total_price"":32000}]";"patin bakar ala w r:1:46000|beef prosperity  fish prosperity:1:32000";"2";"78000"
"wkwk satu lotus biscoff dessert box Rp46500 sama 2 mango so young rp 10500";"[{""product"":""lotus biscoff dessert box"",""quantity"":1,""price"":46500,""total_price"":46500},{""product"":""mango so young"",""quantity"":2,""price"":10500,""total_price"":21000}]";"lotus biscoff dessert box:1:46500|mango so young:2:10500";"2";"67500"
"2 polo butter Rp14000";"[{""product"":""polo butter"",""quantity"":2,""price"":14000,""total_price"":28000}]";"polo butter:2:14000";"1";"28000"
"kak 3 tahu gejrot 6000 dan seporsi nasi polos bosgil rp 27500";"[{""product"":""tahu gejrot"",""quantity"":3,""price"":6000,""total_price"":18000},{""product"":""nasi polos bosgil"",""quantity"":1,""price"":27500,""total_price"":27500}]";"tahu gejrot:3:6000|nasi polos bosgil:1:27500";"2";"45500"
"3 gyoza chicken toast Rp4000";"[{""product"":""gyoza chicken toast"",""quantity"":3,""price"":4000,""total_price"":12000}]";"gyoza chicken toast:3:4000";"1";"12000"
"kak tiga kiwi pineapple Rp42500 sama 4 nasi gurih sambal hati Rp17000";"[{""product"":""kiwi pineapple"",""quantity"":3,""price"":42500,""total_price"":127500},{""product"":""nasi gurih sambal hati"",""quantity"":4,""price"":17000,""total_price"":68000}]";"kiwi pineapple:3:42500|nasi gurih sambal hati:4:17000";"2";"195500"
"wkwk satu selai peanut butter 24000";"[{""product"":""selai peanut butter"",""quantity"":1,""price"":24000,""total_price"":24000}]";"selai peanut butter:1:24000";"1";"24000"
"kak chasiu pork rp 12000 dan 3 kue kacang hijau 16000";"[{""product"":""chasiu pork"",""quantity"":1,""price"":12000,""total_price"":12000},{""product"":""kue kacang hijau"",""quantity"":3,""price"":16000,""total_price"":48000}]";"chasiu pork:1:12000|kue kacang hijau:3:16000";"2";"60000"
"seporsi pinky punch Rp2500";"[{""product"":""pinky punch"",""quantity"":1,""price"":2500,""total_price"":2500}]";"pinky punch:1:2500";"1";"2500"
"kak seporsi avocado chocolatea large rp 21500";"[{""product"":""avocado chocolatea large"",""quantity"":1,""price"":21500,""total_price"":21500}]";"avocado chocolatea large:1:21500";"1";"21500"
"wkwk tiga nasi telur kulit bakar 18000";"[{""product"":""nasi telur kulit bakar"",""quantity"":3,""price"":18000,""total_price"":54000}]";"nasi telur kulit bakar:3:18000";"1";"54000"
"pancong oreo Rp37500 sama 2 porsi chicken wings crush hot rp 20000";"[{""product"":""pancong oreo"",""quantity"":1,""price"":37500,""total_price"":37500},{""product"":""chicken wings crush hot"",""quantity"":2,""price"":20000,""total_price"":40000}]";"pancong oreo:1:37500|chicken wings crush hot:2:20000";"2";"77500"
"kak dua kopi dingin rp 18500";"[{""product"":""kopi dingin"",""quantity"":2,""price"":18500,""total_price"":37000}]";"kopi dingin:2:18500";"1";"37000"
"wkwk 1 dessert box full of chocolate rp 5500";"[{""product"":""dessert box full of chocolate"",""quantity"":1,""price"":5500,""total_price"":5500}]";"dessert box full of chocolate:1:5500";"1";"5500"
"wkwk 2 porsi cue selar kuning Rp33500";"[{""product"":""cue selar kuning"",""quantity"":2,""price"":33500,""total_price"":67000}]";"cue selar kuning:2:33500";"1";"67000"
"kak seporsi bebek bakar plus nasi Rp14000";"[{""product"":""bebek bakar plus nasi"",""quantity"":1,""price"":14000,""total_price"":14000}]";"bebek bakar plus nasi:1:14000";"1";"14000"
"kak dua tenderloin crispy Rp44500";"[{""product"":""tenderloin crispy"",""quantity"":2,""price"":44500,""total_price"":89000}]";"tenderloin crispy:2:44500";"1";"89000"
"wkwk satu vanilla 10000 + 2 porsi extra mozarella rp 37500";"[{""product"":""vanilla"",""quantity"":1,""price"":10000,""total_price"":10000},{""product"":""extra mozarella"",""quantity"":2,""price"":37500,""total_price"":75000}]";"vanilla:1:10000|extra mozarella:2:37500";"2";"85000"
"wkwk satu nasi ayam mercon Rp28500";"[{""product"":""nasi ayam mercon"",""quantity"":1,""price"":28500,""total_price"":28500}]";"nasi ayam mercon:1:28500";"1";"28500"
"kak tiga sate daging kambing campur rp 5000";"[{""product"":""sate daging kambing campur"",""quantity"":3,""price"":5000,""total_price"":15000}]";"sate daging kambing campur:3:5000";"1";"15000"
"kak seporsi bubur ketan hitam 26000 sama satu seblak spesial Rp5000 sama 3 geblek Rp10500";"[{""product"":""bubur ketan hitam"",""quantity"":1,""price"":26000,""total_price"":26000},{""product"":""seblak spesial"",""quantity"":1,""price"":5000,""total_price"":5000},{""product"":""geblek"",""quantity"":3,""price"":10500,""total_price"":31500}]";"bubur ketan hitam:1:26000|seblak spesial:1:5000|geblek:3:10500";"3";"62500"
"dua extra chips rp 23000";"[{""product"":""extra chips"",""quantity"":2,""price"":23000,""total_price"":46000}]";"extra chips:2:23000";"1";"46000"
"wkwk 1 amo float 38500 + dua rujak mangga mengkal rp 7500";"[{""product"":""amo float"",""quantity"":1,""price"":38500,""total_price"":38500},{""product"":""rujak mangga mengkal"",""quantity"":2,""price"":7500,""total_price"":15000}]";"amo float:1:38500|rujak mangga mengkal:2:7500";"2";"53500"
"kak 5 red beand 2000";"[{""product"":""red beand"",""quantity"":5,""price"":2000,""total_price"":10000}]";"red beand:5:2000";"1";"10000"
"2 porsi ayam goreng pedes rp 14000 + mie aceh cumi 42000";"[{""product"":""ayam goreng pedes"",""quantity"":2,""price"":14000,""total_price"":28000},{""product"":""mie aceh cumi"",""quantity"":1,""price"":42000,""total_price"":42000}]";"ayam goreng pedes:2:14000|mie aceh cumi:1:42000";"2";"70000"
"kak maple croffle Rp12500 + cookies chocolate mente Rp21000";"[{""product"":""maple croffle"",""quantity"":1,""price"":12500,""total_price"":12500},{""product"":""cookies chocolate mente"",""quantity"":1,""price"":21000,""total_price"":21000}]";"maple croffle:1:12500|cookies chocolate mente:1:21000";"2";"33500"
"wkwk seporsi milkshake spc vanilla Rp10500";"[{""product"":""milkshake spc vanilla"",""quantity"":1,""price"":10500,""total_price"":10500}]";"milkshake spc vanilla:1:10500";"1";"10500"
"kak es coklat cha 48500 dan 5 pecel lele nasi rp 48500";"[{""product"":""es coklat cha"",""quantity"":1,""price"":48500,""total_price"":48500},{""product"":""pecel lele nasi"",""quantity"":5,""price"":48500,""total_price"":242500}]";"es coklat cha:1:48500|pecel lele nasi:5:48500";"2";"291000"
"kak seporsi beef cheese burger rp 18000";"[{""product"":""beef cheese burger"",""quantity"":1,""price"":18000,""total_price"":18000}]";"beef cheese burger:1:18000";"1";"18000"
"kak 2 porsi bika ambon keju 3000";"[{""product"":""bika ambon keju"",""quantity"":2,""price"":3000,""total_price"":6000}]";"bika ambon keju:2:3000";"1";"6000"
"nozomi butterscotch  ice rp 32000";"[{""product"":""nozomi butterscotch  ice"",""quantity"":1,""price"":32000,""total_price"":32000}]";"nozomi butterscotch  ice:1:32000";"1";"32000"
"wkwk 1 avocado topping cheese rp 44000 dan seporsi lodeh 40500";"[{""product"":""avocado topping cheese"",""quantity"":1,""price"":44000,""total_price"":44000},{""product"":""lodeh"",""quantity"":1,""price"":40500,""total_price"":40500}]";"avocado topping cheese:1:44000|lodeh:1:40500";"2";"84500"
"kak 1 classic chocolate 33500";"[{""product"":""classic chocolate"",""quantity"":1,""price"":33500,""total_price"":33500}]";"classic chocolate:1:33500";"1";"33500"
"wkwk satu tauge marina rp 20500 dan hampers Rp15000";"[{""product"":""tauge marina"",""quantity"":1,""price"":20500,""total_price"":20500},{""product"":""hampers"",""quantity"":1,""price"":15000,""total_price"":15000}]";"tauge marina:1:20500|hampers:1:15000";"2";"35500"
"kak 4 ceker recheese tanpa nasi 11500";"[{""product"":""ceker recheese tanpa nasi"",""quantity"":4,""price"":11500,""total_price"":46000}]";"ceker recheese tanpa nasi:4:11500";"1";"46000"
"wkwk dua chicken strip roll 20500 sama 1 kakap asam manis 8000";"[{""product"":""chicken strip roll"",""quantity"":2,""price"":20500,""total_price"":41000},{""product"":""kakap asam manis"",""quantity"":1,""price"":8000,""total_price"":8000}]";"chicken strip roll:2:20500|kakap asam manis:1:8000";"2";"49000"
"wkwk 2 markisa squash bd rp 4500 sama rabbit candy crispy donuth 44000";"[{""product"":""markisa squash bd"",""quantity"":2,""price"":4500,""total_price"":9000},{""product"":""rabbit candy crispy donuth"",""quantity"":1,""price"":44000,""total_price"":44000}]";"markisa squash bd:2:4500|rabbit candy crispy donuth:1:44000";"2";"53000"
"kak satu keripik kentang ori Rp13500 sama cheese stick Rp31000";"[{""product"":""keripik kentang ori"",""quantity"":1,""price"":13500,""total_price"":13500},{""product"":""cheese stick"",""quantity"":1,""price"":31000,""total_price"":31000}]";"keripik kentang ori:1:13500|cheese stick:1:31000";"2";"44500"
"es jeruk manis rp 12000 + chocolate roll Rp38000";"[{""product"":""es jeruk manis"",""quantity"":1,""price"":12000,""total_price"":12000},{""product"":""chocolate roll"",""quantity"":1,""price"":38000,""total_price"":38000}]";"es jeruk manis:1:12000|chocolate roll:1:38000";"2";"50000"
"wkwk 2 porsi nasi bungkus  sayur 48500";"[{""product"":""nasi bungkus  sayur"",""quantity"":2,""price"":48500,""total_price"":97000}]";"nasi bungkus  sayur:2:48500";"1";"97000"
"wkwk 1 pisang goreng coklat keju rp 18500";"[{""product"":""pisang goreng coklat keju"",""quantity"":1,""price"":18500,""total_price"":18500}]";"pisang goreng coklat keju:1:18500";"1";"18500"
"wkwk seporsi tcs rp 23500 + seporsi wonder waldorf 46500";"[{""product"":""tcs"",""quantity"":1,""price"":23500,""total_price"":23500},{""product"":""wonder waldorf"",""quantity"":1,""price"":46500,""total_price"":46500}]";"tcs:1:23500|wonder waldorf:1:46500";"2";"70000"
"kak 2 porsi slice coffee rp 26500 sama mochi kacang 2500";"[{""product"":""slice coffee"",""quantity"":2,""price"":26500,""total_price"":53000},{""product"":""mochi kacang"",""quantity"":1,""price"":2500,""total_price"":2500}]";"slice coffee:2:26500|mochi kacang:1:2500";"2";"55500"
"kak dua es degan leci rp 17000 + satu burger reguler 5000";"[{""product"":""es degan leci"",""quantity"":2,""price"":17000,""total_price"":34000},{""product"":""burger reguler"",""quantity"":1,""price"":5000,""total_price"":5000}]";"es degan leci:2:17000|burger reguler:1:5000";"2";"39000"
"ikan sambal potong Rp38500";"[{""product"":""ikan sambal potong"",""quantity"":1,""price"":38500,""total_price"":38500}]";"ikan sambal potong:1:38500";"1";"38500"
"wkwk 5 classy crunchy choco kitkat Rp8500";"[{""product"":""classy crunchy choco kitkat"",""quantity"":5,""price"":8500,""total_price"":42500}]";"classy crunchy choco kitkat:5:8500";"1";"42500"
"tiga abon goreng sapi rp 34500";"[{""product"":""abon goreng sapi"",""quantity"":3,""price"":34500,""total_price"":103500}]";"abon goreng sapi:3:34500";"1";"103500"
"kak 3 milo tarik hot Rp31000 sama seporsi nasi goreng jawa sosis rp 40000";"[{""product"":""milo tarik hot"",""quantity"":3,""price"":31000,""total_price"":93000},{""product"":""nasi goreng jawa sosis"",""quantity"":1,""price"":40000,""total_price"":40000}]";"milo tarik hot:3:31000|nasi goreng jawa sosis:1:40000";"2";"133000"
"wkwk 2 chocozilla rp 2000 + seporsi chicken fillet curry rp 20500";"[{""product"":""chocozilla"",""quantity"":2,""price"":2000,""total_price"":4000},{""product"":""chicken fillet curry"",""quantity"":1,""price"":20500,""total_price"":20500}]";"chocozilla:2:2000|chicken fillet curry:1:20500";"2";"24500"
"wkwk seporsi es choco cococrunch m rp 49500";"[{""product"":""es choco cococrunch m"",""quantity"":1,""price"":49500,""total_price"":49500}]";"es choco cococrunch m:1:49500";"1";"49500"
"gimmari Rp15500";"[{""product"":""gimmari"",""quantity"":1,""price"":15500,""total_price"":15500}]";"gimmari:1:15500";"1";"15500"
"kak pizza molen meatball Rp30500";"[{""product"":""pizza molen meatball"",""quantity"":1,""price"":30500,""total_price"":30500}]";"pizza molen meatball:1:30500";"1";"30500"
"1 creamy mayo medium rp 37000 dan 4 spicy garlic chicken 34500 dan 2 americano c rp 46000";"[{""product"":""creamy mayo medium"",""quantity"":1,""price"":37000,""total_price"":37000},{""product"":""spicy garlic chicken"",""quantity"":4,""price"":34500,""total_price"":138000},{""product"":""americano c"",""quantity"":2,""price"":46000,""total_price"":92000}]";"creamy mayo medium:1:37000|spicy garlic chicken:4:34500|americano c:2:46000";"3";"267000"
